"ID","Site","y","x.2","Obs","Geno","genoSuspect","GLS","Stg","STG2","H","W","FLN","FRN","INH","LFN","DLN","AvgPCD","type","TCO","date","notes"
"p897","AR_T2.Q1","29.5","17.5","MS",NA,"str?",NA,"","R",7,10,0,0,0,3,0,0,"",NA,"7/9/24","share nail w/ p891-p895"
"p898","AR_T2.Q1","22","18","MS",NA,"",NA,"","R",28,20,0,0,0,17,0,0,"",NA,"7/9/24",""
"p899","AR_T2.Q1","23","17","MS",NA,"",NA,"","R",20,30,0,0,0,13,0,0,"",NA,"7/9/24","old stalk"
"p900","AR_T2.Q2","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"7/9/24",""
"p901","AR_T2.Q2","8.5","98.5","KM",1,"",NA,"","R",41,37,NA,NA,NA,14,2,5,"chew",NA,"7/9/24","nail is NW"
"p902","AR_T2.Q2","20","100-4.6","KM",NA,"str",NA,"","SO",200,24,0,2,80,14,0,0,"",NA,"7/9/24","dead stalk; p902-p903 share a nail"
"p903","AR_T2.Q2","18.5","100-5.5","KM",NA,"str?",NA,"","FO",61,22,2,0,2,16,0,0,"",NA,"7/9/24","p902-p903 share a nail"
"p904","AR_T2.Q2","20.5","100-13","KM",1,"str?",NA,"","R",30,25,NA,NA,NA,14,3,25,"chew",1,"7/9/24","lf ct might be higher collected w/ lvs from second plant geno is fine"
"p905","AR_T2.Q2","18","100-16","KM",NA,"",NA,"","R",18,21,NA,NA,NA,7,2,80,"human",NA,"7/9/24","lf ct might be higher collected w/ lvs from second plant geno is fine"
"p906","AR_T2.Q2","27","100-18","KM",NA,"",NA,"","R",6,10,NA,NA,NA,6,0,0,"",NA,"7/9/24",""
"p907","AR_T2.Q2","29","100-15.5","KM",1,"str",NA,"","SO",278,19,0,3,96,14,0,0,"",NA,"7/9/24",""
"p908","AR_T2.Q2","5.5","43","KM",1,"",NA,"","R",22,28,NA,NA,NA,11,0,0,"",NA,"7/9/24",""
"p909","AR_T2.Q2","9","37","KM",NA,"str",NA,"","R",33,30,NA,NA,NA,8,0,0,"",NA,"7/9/24","drying out"
"p910","AR_T2.Q2","21","38","KM",NA,"",NA,"","R",23,20,NA,NA,NA,7,0,0,"",NA,"7/9/24","dead stalk"
"p911","AR_T2.Q2","32","100-15","KM",NA,"str",NA,"","SO",251,15,0,2,71,8,0,0,"",NA,"7/9/24",""
"p912","AR_T2.Q2","53.5","100-11","KM",1,"",NA,"","R",43,37,NA,NA,NA,18,3,5,"chew; window",NA,"7/9/24",""
"p913","AR_T2.Q2","49","100-12","KM",1,"",NA,"","R",23,20,NA,NA,NA,5,0,0,"",NA,"7/9/24",""
"p914","AR_T2.Q2","48","100-14","KM",NA,"",NA,"","R",4,10,NA,NA,NA,7,0,0,"",NA,"7/9/24",""
"p915","AR_T2.Q2","36","100-13.5","KM",NA,"str",NA,"","SO",262,12,0,1,76,10,7,40,"chew",NA,"7/9/24",""
"p916","AR_T2.Q2","42","100-18","KM",NA,"",NA,"","R",16,22,NA,NA,NA,15,0,0,"",NA,"7/9/24",""
"p917","AR_T2.Q2","55","100-28.5","KM",NA,"",NA,"","R",6,10,NA,NA,NA,6,0,0,"",NA,"7/9/24",""
"p918","AR_T2.Q2","56","100-19.5","KM",NA,"str",NA,"","R",20,30,NA,NA,NA,19,2,5,"chew; window",NA,"7/9/24","dead stalk"
"p919","AR_T2.Q2","58","100-16","KM",1,"str",NA,"","SO",496,30,0,3,156,25,0,0,"",NA,"7/9/24","dead stalk; nail to N"
"p920","AR_T2.Q2","56.5","100-23","KM",1,"",220,"","R",38,40,NA,NA,NA,21,3,5,"chew; window",NA,"7/9/24",""
"p921","AR_T2.Q2","53","54.5","KM",1,"str",223,"","FS",524,34,1,4,183,17,0,0,"",NA,"7/9/24",""
"p922","AR_T2.Q2","58","43","KM",1,"",NA,"","R",27,29,NA,NA,NA,11,0,0,"",1,"7/9/24","dead stalk"
"p923","AR_T2.Q2","65","45.5","KM",1,"hyb",225,"","FS",439,15,9,16,61,14,2,5,"window; chew",NA,"7/9/24","plus 2 gals"
"p924","AR_T2.Q3","12","11.5","CR",1,"hyb",217,"","SO",413,36,0,7,104,28,13,10,"window; chew",NA,"7/9/24","SLA"
"p925","AR_T2.Q3","27","2","CR",1,"hyb",218,"","FS",443,42,8,23,121,16,4,5,"window; chew",NA,"7/9/24","plus 2 gals"
"p926","AR_T2.Q3","32","8.5","CR",NA,"",NA,"","SO",260,20,0,3,43,11,4,20,"window; chew",NA,"7/9/24","plus 1 gal"
"p927","AR_T2.Q3","50-13.5","1.5","CR",NA,"",NA,"","B",77,3,0,0,NA,5,0,0,"",NA,"7/9/24","dried out; powdery mildew"
"p928","AR_T2.Q3","50-12","10","CR",1,"hyb",221,"","R",34,50,NA,NA,NA,14,7,5,"window; chew",NA,"7/9/24",""
"p929","AR_T2.Q3","50-10.5","13","CR",1,"hyb",222,"","R",45,44,NA,NA,NA,13,3,20,"window; chew",NA,"7/9/24",""
"p930","AR_T2.Q3","50-22","14.5","CR",NA,"hyb",NA,"","R",37,41,NA,NA,NA,11,3,5,"chew",NA,"7/9/24",""
"p931","AR_T2.Q3","50-7","21","CR",NA,"",NA,"","R",29,33,NA,NA,NA,7,1,5,"window",NA,"7/9/24","nail to N"
"p932","AR_T2.Q3","50-8.5","22","CR",NA,"",NA,"","R",14,9,NA,NA,NA,5,0,0,"",NA,"7/9/24",""
"p933","AR_T2.Q3","50-22","20.5","CR",1,"hyb",NA,"","FS",379,35,8,6,109,31,1,5,"window",NA,"7/9/24","plus 1 gal"
"p934","AR_T2.Q3","50-8","50-14","CR",NA,"",NA,"","R",14,22,NA,NA,NA,9,2,10,"window; chew",NA,"7/9/24",""
"p935","AR_T2.Q3","50-7.5","50-9","CR",NA,"",NA,"","R",20,29,NA,NA,NA,7,1,5,"window",NA,"7/9/24",""
"p936","AR_T2.Q3","50-1","50-2","CR",1,"",NA,"","R",15,41,NA,NA,NA,12,0,0,"",NA,"7/9/24",""
"p937","AR_T2.Q3","50-12","50-9.5","CR",1,"",226,"","R",28,25,NA,NA,NA,10,4,10,"window; chew",NA,"7/9/24",""
"p938","AR_T2.Q3","50-10","50-2","CR",NA,"",NA,"","R",15,32,NA,NA,NA,11,2,10,"window; chew",NA,"7/9/24",""
"p939","AR_T2.Q3","50-20.8","50","CR",NA,"hyb",NA,"","FS",270,24,1,1,NA,18,3,10,"chew",NA,"7/9/24","nail is out of quadrat; plus 3 galls"
"p940","AR_T2.Q3","50-18","50-9.5","CR",NA,"hyb",NA,"","R",29,24,NA,NA,NA,8,2,15,"window",NA,"7/9/24",""
"p941","AR_T2.Q3","50-17.5","50-7.5","CR",1,"hyb",227,"","R",64,61,NA,NA,NA,12,2,5,"chew",NA,"7/9/24",""
"p942","AR_T2.Q3","50-20","50-3.3","CR",1,"hyb",NA,"","FS",307,25,2,2,76,13,3,10,"chew",NA,"7/9/24","plus 3 gals"
"p943","AR_T2.Q3","50-23","50-7.5","CR",1,"",228,"","FS",410,33,10,8,144,22,2,5,"window",NA,"7/9/24","1 frt out of gal"
"p944","AR_T2.Q3","50-23","50-3.5","CR",NA,"",NA,"","FS",410,36,6,11,72,18,2,5,"chew",NA,"7/9/24","plus 3 gals"
"p945","AR_T2.Q3","50-20.5","50-1","CR",NA,"",NA,"","R",23,31,NA,NA,NA,11,3,10,"window; chew",NA,"7/9/24",""
"p946","AR_T2.Q3","50-22","50-1.5","CR",NA,"",NA,"","R",25,50,NA,NA,NA,15,2,5,"window; chew",NA,"7/9/24",""
"p947","AR_T2.Q3","50-24","50-5.5","CR",NA,"",NA,"","R",25,39,NA,NA,NA,10,0,0,"",NA,"7/9/24",""
"p948","AR_T2.Q3","50-27","50-7","CR",NA,"",NA,"","R",23,36,NA,NA,NA,13,2,5,"window; chew",NA,"7/9/24",""
"p949","AR_T2.Q3","50-26","50-10","CR",NA,"",NA,"","R",25,30,NA,NA,NA,12,1,5,"chew",NA,"7/9/24",""
"p950","AR_T2.Q3","50-30","50-6.5","CR",NA,"",NA,"","R",18,28,NA,NA,NA,10,0,0,"",NA,"7/9/24",""
"p951","AR_T2.Q3","7","50-9","KM",1,"",229,"","FS",435,22,8,10,NA,18,0,0,"",NA,"7/9/24","H=H-280; p951-p952 share a nail"
"p952","AR_T2.Q3","5.8","50-7.5","KM",1,"",230,"","FS",337,40,4,8,69,29,0,0,"",NA,"7/9/24","p951-p952 share a nail"
"p953","AR_T2.Q3","50-23.2","50-2.5","CR",1,"",NA,"","FS",258,21,2,7,110,12,1,10,"",NA,"7/9/24","lofi"
"p954","AR_T2.Q3","50-23","50-5.5","CR",1,"",231,"","SO",180,28,0,2,31,25,7,10,"window; chew",NA,"7/9/24","weird; corkscrew stem"
"p955","AR_T2.Q3","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"7/9/24","SKIP"
"p956","AR_T2.Q3","50-27.5","50","CR",1,"",232,"","FS",329,20,8,1,59,21,5,5,"window; chew",NA,"7/9/24","nail is outside qudrat; plus 3 gal"
"p957","AR_T2.Q3","8","50-3","KM",NA,"",NA,"","R",11,29,NA,NA,NA,8,0,0,"",NA,"7/9/24","p957-p958 share a nail"
"p958","AR_T2.Q3","8.5","50-4","KM",NA,"",NA,"","R",27,35,NA,NA,NA,9,0,0,"",NA,"7/9/24","p957-p958 share a nail"
"p959","AR_T2.Q3","11","50-4.5","KM",NA,"",NA,"","R",29,24,NA,NA,NA,9,0,0,"",NA,"7/9/24","p959-p962 share a nail"
"p960","AR_T2.Q3","11.5","50-3.5","KM",NA,"",NA,"","R",31,38,NA,NA,NA,13,0,0,"",NA,"7/9/24","p959-p962 share a nail"
"p961","AR_T2.Q3","12","50-2","KM",NA,"",NA,"","R",21,26,NA,NA,NA,10,0,0,"",NA,"7/9/24","p959-p962 share a nail"
"p962","AR_T2.Q3","12.5","50-1.5","KM",NA,"",NA,"","R",34,24,NA,NA,NA,7,0,0,"",NA,"7/9/24","p959-p962 share a nail"
"p963","AR_T2.Q3","50-30","50","CR",NA,"",NA,"","FS",397,24,6,12,102,26,3,5,"chew; window",NA,"7/9/24","plus 3 gals; FRL w/ 7 seeds didn't collect"
"p964","AR_T2.Q3","50-31","50-1","CR",NA,"",NA,"","R",19,29,NA,NA,NA,15,2,5,"chew; window",NA,"7/9/24",""
"p965","AR_T2.Q3","9.5","50-7","KM",1,"hyb",NA,"","FS",248,24,2,5,39,17,0,0,"",NA,"7/9/24","pain in the ass"
"p966","AR_T2.Q3","9","50-5.5","KM",NA,"hyb",234,"","FS",354,24,5,6,45,24,0,0,"",1,"7/9/24",""
"p967","AR_T2.Q3","50-31.5","50-8","CR",NA,"hyb",NA,"","FS",403,15,2,7,177,10,3,5,"chew; window",NA,"7/9/24",""
"p968","AR_T2.Q3","50-32.5","50-3.5","CR",NA,"hyb",235,"","SO",220,22,0,2,20,14,2,5,"chew",NA,"7/9/24",""
"p969","AR_T2.Q3","11.5","50-4.5","KM",1,"hyb",236,"","FS",33,19,3,3,41,15,4,5,"chew; window",1,"7/9/24","plus 1 gal"
"p970","AR_T2.Q3","13.5","50-6","KM",NA,"hyb",NA,"","R",19,26,NA,NA,NA,10,1,20,"window",NA,"7/9/24",""
"p971","AR_T2.Q3","50-31","50-6.5","CR",NA,"hyb",NA,"","R",15,26,NA,NA,NA,10,0,0,"",NA,"7/9/24",""
"p972","AR_T2.Q3","50-34","50-9","CR",1,"hyb",NA,"","SO",455,17,0,13,147,17,7,70,"absent; window; chew",NA,"7/9/24",""
"p973","AR_T2.Q3","15","48","KM",NA,"hyb",NA,"","B",208,31,NA,NA,NA,8,0,0," ",NA,"7/9/24",""
"p974","AR_T2.Q3","50-28.5","50-7","CR",NA,"hyb",NA,"","R",10,13,NA,NA,NA,5,0,0,"",NA,"7/9/24",""
"p975","AR_T2.Q3","11.5","50-9.5","KM",1,"hyb",NA,"","R",25,38,NA,NA,NA,13,0,0,"",NA,"7/9/24",""
"p976","AR_T2.Q3","19","50-16.5","CR",1,"hyb",237,"","SO",294,22,0,1,23,22,8,15,"chew",1,"7/9/24","plus 3 gals; frt out of gal"
"p977","AR_T2.Q3","13.5","50-9.5","KM",1,"hyb",238,"","FS",300,25,3,3,72,10,0,0,"",1,"7/9/24","plus 1 gal"
"p978","AR_T2.Q3","20","50-22","CR",1,"hyb",239,"","SO",323,24,0,4,65,15,2,10,"chew",NA,"7/9/24",""
"p979","AR_T2.Q3","14","17.5","KM",NA,"hyb",NA,"","R",32,29,NA,NA,NA,18,0,0,"",NA,"7/9/24","dead stalk"
"p980","AR_T2.Q3","14","50-16","CR",1,"hyb",240,"","SO",256,17,0,4,42,12,3,5,"chew",NA,"7/9/24","plus 1 gal"
"p981","AR_T2.Q4","8","7","MS",NA,"ret",NA,"","R",8,7,0,0,0,8,0,0,"",NA,"7/9/24",""
"p982","AR_T2.Q4","5","14","MS",NA,"ret",NA,"","R",9,9,0,0,0,7,0,0,"",NA,"7/9/24",""
"p983","AR_T2.Q4","50-5.5","50-18","KM",NA,"ret",NA,"","R",14,9,0,0,0,7,0,0,"",NA,"7/9/24",""
"p984","AR_T2.Q4","50-12","50-29.5","KM",NA,"ret",NA,"","SO",150,5,0,4,5,9,0,0,"",1,"7/9/24",""
"p985","AR_T2.Q4","9","10","MS",NA,"ret",NA,"","R",5,5,0,0,0,6,0,0,"",NA,"7/9/24","nail to E"
"p986","AR_T2.Q4","50-16.5","1.5","KM",NA,"ret",NA,"","SO",230,9,0,5,44,13,0,0,"",NA,"7/9/24",""
"p987","AR_T2.Q4","50-16.5","4.5","KM",NA,"ret",NA,"","R",21,16,0,0,0,8,0,0,"",NA,"7/9/24",""
"p988","AR_T2.Q4","13.5","8.5","MS",NA,"ret",NA,"","R",10,10,0,0,0,12,0,0,"",NA,"7/9/24",""
"p989","AR_T2.Q4","13","12.5","MS",NA,"ret",NA,"","R",15,14,0,0,0,10,0,0,"",NA,"7/9/24",""
"p990","AR_T2.Q4","4","20","MS",NA,"ret",NA,"","R",10,11,0,0,0,15,0,0,"",NA,"7/9/24",""
"p991","AR_T2.Q4","6","22.5","MS",NA,"ret",NA,"","R",6,5,0,0,0,10,0,0,"",NA,"7/9/24","drying out"
"p992","AR_T2.Q4","6.5","24","MS",NA,"ret",NA,"","R",15,7,0,0,0,8,0,0,"",NA,"7/9/24",""
"p993","AR_T2.Q4","50-15","11.5","KM",NA,"ret",NA,"","R",14,20,0,0,0,6,1,5,"chew",NA,"7/9/24",""
"p994","AR_T2.Q4","50-17","11","KM",NA,"ret",NA,"","R",24,22,0,0,0,11,0,0,"",NA,"7/9/24","BWR; nail to N"
"p995","AR_T2.Q4","50-20","10.5","KM",NA,"ret",NA,"","R",3,2,0,0,0,5,0,0,"",NA,"7/9/24",""
"p996","AR_T2.Q4","13.5","16","MS",NA,"ret",NA,"","R",10,12,0,0,0,9,0,0,"",NA,"7/9/24",""
"p997","AR_T2.Q4","15.5","16.5","MS",NA,"ret",NA,"","R",7,9,0,0,0,6,0,0,"",NA,"7/9/24",""
"p998","AR_T2.Q4","12.5","18","MS",NA,"ret",NA,"","R",7,9,0,0,0,7,0,0,"",NA,"7/9/24",""
"p999","AR_T2.Q4","17","17.5","MS",NA,"ret",NA,"","R",5,10,0,0,0,7,0,0,"",NA,"7/9/24",""
"p1000","AR_T2.Q4","50-19.5","18.5","KM",NA,"ret",NA,"","SO",131,9,0,2,10,8,0,0,"",1,"7/9/24",""
"p1001","AR_T2.Q4","50-21","24","KM",NA,"ret",NA,"","SO",241,16,0,15,55,15,0,0,"",NA,"7/9/24",""
"p1002","AR_T2.Q4","13","23","MS",NA,"ret",NA,"","R",15,15,0,0,0,13,0,0,"",NA,"7/9/24","nail 3cm S"
"p1003","AR_T2.Q4","16.5","25.5","MS",NA,"ret",NA,"","R",20,17,0,0,0,12,1,5,"chew",NA,"7/9/24",""
"p1004","AR_T2.Q4","16","22","MS",NA,"ret",NA,"","R",20,20,0,0,0,18,0,0,"",NA,"7/9/24",""
"p1005","AR_T2.Q4","50-24","29","KM",NA,"ret",NA,"","SO",146,10,0,2,3,15,0,0,"",1,"7/9/24",""
"p1006","AR_T2.Q4","50-27","14","KM",NA,"ret",NA,"","SO",179,9,0,5,24,12,0,0,"",NA,"7/9/24","pegnante fruit"
"p1007","AR_T2.Q4","15","33","MS",NA,"ret",NA,"","R",15,25,0,0,0,9,0,0,"",NA,"7/9/24",""
"p1008","AR_T2.Q4","16","34.5","MS",NA,"ret",NA,"","R",25,20,0,0,0,12,1,5,"chew",NA,"7/9/24",""
"p1009","AR_T2.Q4","50-19.5","2","KM",NA,"ret",NA,"","SO",194,11,0,6,35,15,0,0,"",NA,"7/9/24",""
"p1010","AR_T2.Q4","50-21.5","1.5","KM",NA,"ret",NA,"","SO",165,9,0,2,18,9,0,0,"",NA,"7/9/24",""
"p1011","AR_T2.Q4","15.5","42","MS",NA,"ret",NA,"","R",11,8,0,0,0,4,0,0,"",NA,"7/9/24","BWR; nail 2cm S"
"p1012","AR_T2.Q4","14","46","MS",NA,"ret",NA,"","FS",267,10,5,7,100,15,0,0,"",NA,"7/9/24","pregnant frt"
"p1013","AR_T2.Q4","50-28.5","24.5","KM",NA,"ret",NA,"","SO",181,9,0,3,21,11,0,0,"",1,"7/9/24","pregnant frt"
"p1014","AR_T2.Q4","50-27.5","29.5","KM",NA,"ret",NA,"","R",22,14,0,0,0,11,0,0,"",NA,"7/9/24",""
"p1015","AR_T2.Q4","21.5","38","MS",NA,"ret",NA,"","R",20,15,0,0,0,12,1,5,"chew",NA,"7/9/24",""
"p1016","AR_T2.Q5","12","14","MS",NA,"ret",NA,"","R",25,14,0,0,0,11,1,5,"chew",NA,"7/9/24",""
"p1017","AR_T2.Q5","50-3","22.5","KM",NA,"ret",NA,"","R",23,22,0,0,0,15,1,10,"chew",NA,"7/9/24","BWR"
"p1018","AR_T2.Q5","15.5","37","MS",NA,"ret",NA,"","SO",309,9,0,11,146,24,0,0,"",NA,"7/9/24","1 fl gall; 3 FR gone"
"p1019","AR_T2.Q5","50","50-12","KM",NA,"ret",NA,"","FS",256,14,3,5,61,9,3,10,"window",1,"7/9/24",""
"p1020","AR_T2.Q5","50-16.5","50-14","KM",NA,"ret",NA,"","R",24,22,0,0,0,13,2,10,"chew",NA,"7/9/24",""
"p1021","AR_T2.Q5","23","35.5","MS",NA,"ret",NA,"","FS",240,15,16,15,55,30,2,5,"chew",NA,"7/9/24",""
"p1022","AR_T2.Q5","50-9.5","0","KM",NA,"ret",NA,"","FS",330,11,3,9,106,16,1,20,"chew",NA,"7/9/24","nail outside of quad"
"p1023","AR_T2.Q5","50-18.5","11.5","KM",NA,"ret",NA,"","R",41,32,0,0,0,19,2,5,"chew",NA,"7/9/24","BWR"
"p1024","AR_T2.Q5","50-22.5","8","KM",NA,"ret",NA,"","R",45,28,0,0,0,18,3,5,"chew; window",NA,"7/9/24","BWR"
"p1025","AR_T2.Q5","1.5","26","MS",NA,"ret",NA,"","R",20,15,0,0,0,10,4,5,"chew; window",NA,"7/9/24",""
"p1026","AR_T2.Q5","50-22.5","2","KM",NA,"ret",NA,"","R",36,28,0,0,0,14,0,0,"",NA,"7/9/24","BWR"
"p1027","TM_T2.Q1","2","21","MS",NA,"hyb",NA,"","R",26,20,0,0,0,14,0,0,"",NA,"7/10/24",""
"p1028","TM_T2.Q1","5.5","31","MS",1,"hyb",NA,"","SO",400,25,0,8,73,31,0,0,"",NA,"7/10/24","aphids on FR"
"p1029","TM_T2.Q1","4.5","31","MS",NA,"hyb",NA,"","R",27,15,0,0,0,6,0,0,"",NA,"7/10/24",""
"p1030","TM_T2.Q1","16","21.5","MS",NA,"",NA,"","R",20,30,0,0,0,9,3,5,"window; chew",NA,"7/10/24",""
"p1031","TM_T2.Q1","15.5","25","MS",1,"hyb",242,"","SO",340,22,0,6,73,27,0,0,"",NA,"7/10/24","nail uprooted plant :("
"p1032","TM_T2.Q1","8.5","35","MS",1,"hyb",NA,"","R",5,12,0,0,0,6,0,0,"",NA,"7/10/24","nail to E"
"p1033","TM_T2.Q1","50-6","4","KM",NA,"hyb",NA,"","SO",177,14,0,2,6,16,2,5,"window",NA,"7/10/24","dead stalk; nail to NW"
"p1034","TM_T2.Q1","16","35","MS",NA,"hyb",243,"","R",25,30,0,0,0,12,0,0,"",NA,"7/10/24","nail to W"
"p1035","TM_T2.Q1","50-4.5","21","KM",NA,"hyb",NA,"","R",9,9,0,0,0,5,0,0,"",NA,"7/10/24",""
"p1036","TM_T2.Q1","13","48","MS",NA,"hyb",NA,"","R",15,20,0,0,0,10,0,0,"",NA,"7/10/24","nail to E"
"p1037","TM_T2.Q1","50-11.5","50-20.5","KM",NA,"hyb",NA,"","R",7,9,0,0,0,6,0,0,"",NA,"7/10/24",""
"p1038","TM_T2.Q1","20","44","MS",NA,"hyb",NA,"","R",24,19,0,0,0,10,1,5,"chew",NA,"7/10/24","nail to E"
"p1039","TM_T2.Q1","50-1","50-2","KM",NA,"hyb",244,"","FS",394,24,4,7,104,20,0,0,"",NA,"7/10/24","1 ft gal; green aphids; pregante FR"
"p1040","TM_T2.Q1","24","32","MS",NA,"hyb",NA,"","R",25,30,0,0,0,10,0,0,"",NA,"7/10/24",""
"p1041","TM_T2.Q1","50-23","16.7","KM",NA,"hyb",NA,"","R",4,5,0,0,0,5,0,0,"",NA,"7/10/24",""
"p1042","TM_T2.Q1","19","30","MS",NA,"hyb",NA,"","R",7,12,0,0,0,7,0,0,"",NA,"7/10/24",""
"p1043","TM_T2.Q1","50-12.3","24.3","KM",NA,"hyb",NA,"","R",8,5,0,0,0,5,0,0,"",NA,"7/10/24",""
"p1044","TM_T2.Q1","50-15","26","KM",NA,"hyb",NA,"","R",25,24,0,0,0,10,0,0,"",NA,"7/10/24",""
"p1045","TM_T2.Q1","24","9.5","MS",NA,"hyb",245,"","SO",284,24,0,6,80,28,1,5,"chew",NA,"7/10/24","1 fl gall"
"p1046","TM_T2.Q1","50-16.5","50-9","KM",NA,"hyb",NA,"","R",10,8,0,0,0,7,0,0,"",NA,"7/10/24","p1046-1047 share a nail"
"p1047","TM_T2.Q1","50-17.8","50-9.8","KM",NA,"hyb",NA,"","R",16,13,0,0,0,6,0,0,"",NA,"7/10/24","p1046-1047 share a nail"
"p1048","TM_T2.Q1","24","7.5","MS",NA,"hyb",NA,"","R",22,20,0,0,0,10,1,5,"chew",NA,"7/10/24","nail 5cm S"
"p1049","TM_T2.Q1","50-19","50-9","KM",NA,"hyb",NA,"","R",36,39,0,0,0,12,0,0,"",NA,"7/10/24","BWR"
"p1050","TM_T2.Q1","27","18","MS",NA,"hyb",NA,"","R",15,18,0,0,0,10,1,40,"window",NA,"7/10/24","nail to E"
"p1051","TM_T2.Q1","50-22","50-15","KM",NA,"hyb",NA,"","R",17,16,0,0,0,8,0,0,"",NA,"7/10/24","p1051-p1052 share a nail"
"p1052","TM_T2.Q1","50-22.5","50-13.5","KM",NA,"hyb",NA,"","R",46,27,0,0,0,18,0,0,"",NA,"7/10/24","p1051-p1052 share a nail; 2 rosettes"
"p1053","TM_T2.Q2","3","3.5","KM",1,"ret",247,"","R",33,32,0,0,0,17,2,5,"chew; window",NA,"7/10/24","BWR"
"p1054","TM_T2.Q2","50-4","2.5","MS",NA,"ret",NA,"","R",4,10,0,0,0,5,0,0,"",NA,"7/10/24",""
"p1055","TM_T2.Q2","50-13.5","13","MS",NA,"ret",NA,"","R",2,15,0,0,0,11,0,0,"",NA,"7/10/24","nail 3cm SE"
"p1056","TM_T2.Q2","7","3","KM",NA,"ret",NA,"","R",18,21,0,0,0,5,1,10,"chew; window",NA,"7/10/24",""
"p1057","TM_T2.Q2","50-16","6","MS",NA,"ret",NA,"","R",15,12,0,0,0,5,0,0,"",NA,"7/10/24",""
"p1058","TM_T2.Q2","17.5","25.5","KM",NA,"ret",NA,"","R",16,17,0,0,0,10,0,0,"",NA,"7/10/24","BWR"
"p1059","TM_T2.Q2","18","29.5","KM",1,"ret",NA,"","R",32,35,0,0,0,11,1,5,"window",NA,"7/10/24",""
"p1060","TM_T2.Q2","50-15.5","28","MS",NA,"ret",NA,"","R",10,15,0,0,0,7,0,0,"",NA,"7/10/24","nail 3cm S"
"p1061","TM_T2.Q2","3.8","50-11.5","KM",NA,"ret",NA,"","FS",303,20,3,7,84,13,0,0,"",NA,"7/10/24",""
"p1062","TM_T2.Q2","50-14","31","MS",NA,"ret",NA,"","R",10,13,0,0,0,9,0,0,"",NA,"7/10/24",""
"p1063","TM_T2.Q2","18.5","1.7","KM",NA,"ret",NA,"","R",16,10,0,0,0,10,0,0,"",NA,"7/10/24",""
"p1064","TM_T2.Q2","50-19","29","MS",NA,"ret",NA,"","R",9,13,0,0,0,6,0,0,"",NA,"7/10/24",""
"p1065","TM_T2.Q2","24.5","5.5","KM",NA,"ret",NA,"","R",16,19,0,0,0,8,0,0,"",NA,"7/10/24","nail to E"
"p1066","TM_T2.Q2","28","7","KM",NA,"ret",NA,"","R",14,20,0,0,0,9,0,0,"",NA,"7/10/24",""
"p1067","TM_T2.Q2","50-2","32","MS",NA,"ret",NA,"","FS",215,15,10,3,40,29,1,100,"absent",NA,"7/10/24","p1067-p1068 share nail 4cm to SE"
"p1068","TM_T2.Q2","50-3","34","MS",NA,"ret",NA,"","FS",178,10,4,3,20,18,0,0,"",NA,"7/10/24","p1067-p1068 share nail 4cm to SE"
"p1069","TM_T2.Q2","28","50-8.5","KM",NA,"ret",NA,"","R",9,16,0,0,0,9,0,0,"",NA,"7/10/24",""
"p1070","TM_T2.Q2","28.1","23.5","KM",NA,"ret",NA,"","R",37,16,0,0,0,17,3,10,"window",NA,"7/10/24","p1070-p1071 share nail in between"
"p1071","TM_T2.Q2","29","25","KM",NA,"ret",NA,"","R",17,21,0,0,0,15,2,5,"chew; window",NA,"7/10/24","p1070-p1071 share nail in between"
"p1072","TM_T2.Q2","50-4","2","MS",NA,"ret",NA,"","R",3,15,0,0,0,6,0,0,"",NA,"7/10/24",""
"p1073","TM_T2.Q2","50-4","50-4","MS",NA,"ret",NA,"","R",10,18,0,0,0,8,0,0,"",NA,"7/10/24",""
"p1074","TM_T2.Q2","36.2","50-8.5","KM",NA,"ret",NA,"","R",31,19,0,0,0,11,0,0,"",NA,"7/10/24","BWR"
"p1075","TM_T2.Q2","50-8","50-2","MS",NA,"ret",NA,"","FS",299,18,10,5,62,22,2,5,"chew",NA,"7/10/24",""
"p1076","TM_T2.Q2","50-11","50-9","KM",NA,"ret",NA,"","R",12,10,0,0,0,9,0,0,"",NA,"7/10/24",""
"p1077","TM_T1.Q1","25","3.5","KM",NA,"hyb",NA,"","R",4,10,0,0,0,9,0,0,"",NA,"7/10/24","nail 1 cm SW; sticking out"
"p1078","TM_T1.Q1","35.5","50-5","MS",NA,"hyb",NA,"","R",21,18,0,0,0,14,0,0,"",NA,"7/10/24","nail 3cm to S; 1/2 out"
"p1079","TM_T1.Q1","30","50-14","MS",NA,"hyb",NA,"","R",14,13,0,0,0,6,0,0,"",NA,"7/10/24",""
"p1080","TM_T1.Q1","32","50-15","MS",NA,"hyb",NA,"","R",12,20,0,0,0,8,0,0,"",NA,"7/10/24","black spots; 2nd nail 1/2 out"
"p1081","TM_T1.Q1","50-20.5","7.5","KM",NA,"hyb",NA,"","R",21,14,0,0,0,11,0,0,"",NA,"7/10/24","BWR; nail to E 3cm; sticking out"
"p1082","TM_T1.Q1","50-20","4","KM",NA,"hyb",NA,"","R",6,14,0,0,0,6,1,20,"chew",NA,"7/10/24",""
"p1083","TM_T1.Q1","50-6","50-16.5","KM",NA,"hyb",NA,"","R",7,9,0,0,0,4,0,0,"",NA,"7/10/24",""
