"ID","Site","y","x.2","Geno","GLS","Obs","s1.2","STG3","H","W","FLN","FRN","FRL","INH","LFN","DLN","AvgPCD","type","TCO","notes","date"
"p770","AR_T1.Q1","40.5","84","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail to SW",""
"p771","AR_T1.Q1","39.5","82","",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","1 fr eaten; nail to SW",""
"p772","AR_T1.Q1","26","23","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail to SW",""
"p773","AR_T1.Q1","30","23","",NA,"",".B","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail 4cm to s; dried out",""
"p774","AR_T1.Q1","39","79","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR",""
"p775","AR_T1.Q1","32","21","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail 4 cm to s; bwr",""
"p776","AR_T1.Q1","36","23","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail 4 cm S",""
"p777","AR_T1.Q1","36","74.5","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","1 tiny black bug on FR",""
"p778","AR_T1.Q1","44.5","18","",NA,"",".B","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","dried out; can't est. damagae; nail 3cm to ne",""
"p779","AR_T1.Q1","49","81","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p780","AR_T1.Q1","48","77","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p781","AR_T1.Q1","25","26","",NA,"",".FO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p782","AR_T1.Q1","26","33.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p782-p787 1 nail in center (circle of Hell)",""
"p783","AR_T1.Q1","28","34","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p782-p787 1 nail in center (circle of Hell)",""
"p784","AR_T1.Q1","29","36.5","",NA,"",".FO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p782-p787 1 nail in center (circle of Hell)",""
"p785","AR_T1.Q1","27.5","38","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p782-p787 1 nail in center (circle of Hell)",""
"p786","AR_T1.Q1","26.5","40","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p782-p787 1 nail in center (circle of Hell)",""
"p787","AR_T1.Q1","25","37","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p782-p787 1 nail in center (circle of Hell)",""
"p788","AR_T1.Q1","64","88","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","all frt eaten or tiny; nail to w",""
"p789","AR_T1.Q1","62","73","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p790","AR_T1.Q1","35.5","35","",NA,"",".FO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p791","AR_T1.Q1","45.5","64","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p792","AR_T1.Q1","46.5","66.5","1",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail to SW",""
"p793","AR_T1.Q1","44.5","65.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail to SE",""
"p794","AR_T1.Q1","88","74","",NA,"",".B","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","under rock; BWR; nail to SE",""
"p795","AR_T1.Q1","73","60","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","2 aborted fr; BWR",""
"p796","AR_T1.Q1","43","6.6","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail is 4 cm S",""
"p797","AR_T1.Q1","38","6","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p798","AR_T1.Q1","37","5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p799","AR_T1.Q1","33.5","3","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p800","AR_T1.Q1","32","1","",NA,"",".B","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","n is SE",""
"p801","AR_T1.Q1","30.5","64.5","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","n is SE",""
"p802","AR_T1.Q1","35.5","62.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p802-p803 share a nail",""
"p803","AR_T1.Q1","36","61","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p802-p803 share a nail",""
"p804","AR_T1.Q1","31","57.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail to e",""
"p805","AR_T1.Q1","33.5","17.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p806","AR_T1.Q1","34","11","",NA,"",".B","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","dried out",""
"p807","AR_T1.Q1","31.5","7","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail to W",""
"p808","AR_T1.Q1","49","13","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p809","AR_T1.Q1","31.5","25.5","",NA,"",".B","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","bolting stalk broken off",""
"p810","AR_T1.Q1","29.5","30","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","dried out",""
"p811","AR_T1.Q1","28.5","34","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR",""
"p812","AR_T1.Q1","20.5","28.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR; lf tips drying out",""
"p813","AR_T1.Q1","39","60","",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","""Gerald""; p813-p814 share a nail",""
"p814","AR_T1.Q1","38","58","",NA,"",".B","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p813-p814 share a nail",""
"p815","AR_T1.Q1","26","39.5","",NA,"",".B","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR",""
"p816","AR_T1.Q1","100","34","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p817","AR_T1.Q1","100","37","",NA,"",".FO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p818","AR_T1.Q1","44.5","34.8","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p819","AR_T1.Q1","43","36","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","dried out",""
"p820","AR_T1.Q1","40.5","40","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR",""
"p821","AR_T1.Q1","42","47","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR; nail 4cm SSW",""
"p822","AR_T1.Q1","82.5","40","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","pregant frt & 1/2 eaten",""
"p823","AR_T1.Q1","40.5","48","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR; nail SE",""
"p824","AR_T1.Q1","22","55.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR; nail 4.5 cm SSW",""
"p825","AR_T1.Q1","41","54","",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail is NE",""
"p826","AR_T1.Q1","80","52","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p827","AR_T1.Q1","82","49.5","",NA,"",".B","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p828","AR_T1.Q2","13","79.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p829","AR_T1.Q2","43","73","",NA,"",".B","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p830","AR_T1.Q2","93.5","40.5","",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p831","AR_T1.Q2","100","61.5","",NA,"",".FO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR",""
"p832","AR_T1.Q2","43","73","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail to W",""
"p833","AR_T1.Q2","55","79","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR",""
"p834","AR_T1.Q2","80","58.5","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p835","AR_T1.Q2","81.5","85","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p836","AR_T1.Q2","75","66.5","",NA,"",".FO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p837","AR_T1.Q2","66","34","",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","1 frt eaten",""
"p838","AR_T1.Q2","70","54","",NA,"",".FO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p839","AR_T1.Q2","65.5","44","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p840","AR_T1.Q2","29","42","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p841","AR_T1.Q2","18.5","32","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","3 eaten fruits",""
"p842","AR_T1.Q2","20","1","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","1 eaten frt",""
"p843","AR_T1.Q2","3.4","3.5","",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p844","AR_T1.Q2","30","4","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p845","AR_T1.Q2","27","5.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p846","AR_T1.Q3","5.5","7.5","",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR",""
"p847","AR_T1.Q3","2","41.5","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","plus 1 gal",""
"p848","AR_T1.Q3","92.5","97","",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail is W",""
"p849","AR_T1.Q3","93.5","95","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR; nail is NW",""
"p850","AR_T1.Q3","100","92","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p851","AR_T1.Q3","19","42","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p852","AR_T1.Q3","18.5","53","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p853","AR_T1.Q3","24.5","55.2","",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p854","AR_T1.Q3","94.5","61.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p855","AR_T1.Q3","90","46.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p856","AR_T1.Q3","33","51","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p857","AR_T1.Q3","36.5","50.5","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","all frts aborted",""
"p858","AR_T1.Q3","38","48.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p859","AR_T1.Q3","92","84","",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p860","AR_T1.Q3","95","81","",NA,"",".FO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p861","AR_T1.Q3","80","81","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail 5cm W",""
"p862","AR_T1.Q3","79","83","",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail 5cm W",""
"p863","AR_T1.Q3","77","85.5","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p864","AR_T1.Q3","43","53","",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","seed collected; nail to N",""
"p865","AR_T1.Q3","42.3","54.5","1",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR; nail to N",""
"p866","AR_T1.Q3","57.5","14.5","",NA,"",".B","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","dried out",""
"p867","AR_T1.Q3","69.5","13","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p868","AR_T1.Q3","77","24","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p869","AR_T1.Q3","82.5","16.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p870","AR_T1.Q3","65.5","100","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p871","AR_T1.Q3","54","98","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p872","AR_T1.Q3","46.5","98.2","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p872-p873 nail is N",""
"p873","AR_T1.Q3","40.5","94.5","",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p872-p873 nail is N",""
"p874","AR_T1.Q3","64.5","60.5","",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p875","AR_T1.Q3","60","62.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p876","AR_T1.Q3","46.5","85","",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR; dired out; seed puuled whoops",""
"p877","AR_T1.Q3","43","84.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR",""
"p878","AR_T1.Q3","48.5","73.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p879","AR_T1.Q4","28","1","",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail to N",""
"p880","AR_T1.Q4","37","3","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail to N",""
"p881","AR_T1.Q4","29","32.5","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR",""
"p882","AR_T1.Q4","79","40","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR",""
"p883","AR_T1.Q4","74","72.5","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","drying out",""
"p884","AR_T1.Q4","83","97.5","",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR; nail 5cm to WSW",""
"p885","AR_T1.Q4","41","73.5","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p886","AR_T1.Q4","54","97","",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR",""
"p887","AR_T1.Q4","56.5","99","",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR",""
"p888","AR_T2.Q1","4","89","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p889","AR_T2.Q1","11","17","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","very big dead stalk",""
"p890","AR_T2.Q1","17","13.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p891","AR_T2.Q1","30","10","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p891-p895 share a nail",""
"p892","AR_T2.Q1","30","18.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p891-p895 share a nail",""
"p893","AR_T2.Q1","30","18.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p891-p895 share a nail",""
"p894","AR_T2.Q1","31.5","18","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p891-p895 share a nail",""
"p895","AR_T2.Q1","31","18","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p891-p895 share a nail",""
"p896","AR_T2.Q1","22.5","1","",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","2 fruits chewd off",""
"p897","AR_T2.Q1","29.5","17.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","share nail w/ p891-p895",""
"p898","AR_T2.Q1","22","18","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p899","AR_T2.Q1","23","17","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","old stalk",""
"p900","AR_T2.Q2","","","",NA,"",".","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p901","AR_T2.Q2","8.5","98.5","1",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail is NW",""
"p902","AR_T2.Q2","20","95.4","",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","dead stalk; p902-p903 share a nail",""
"p903","AR_T2.Q2","18.5","94.5","",NA,"",".FO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p902-p903 share a nail",""
"p904","AR_T2.Q2","20.5","87","1",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","lf ct might be higher collected w/ lvs from second plant geno is fine",""
"p905","AR_T2.Q2","18","84","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","lf ct might be higher collected w/ lvs from second plant geno is fine",""
"p906","AR_T2.Q2","27","82","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p907","AR_T2.Q2","29","84.5","1",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p908","AR_T2.Q2","5.5","43","1",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p909","AR_T2.Q2","9","37","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","drying out",""
"p910","AR_T2.Q2","21","38","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","dead stalk",""
"p911","AR_T2.Q2","32","85","",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p912","AR_T2.Q2","53.5","89","1",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p913","AR_T2.Q2","49","88","1",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p914","AR_T2.Q2","48","86","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p915","AR_T2.Q2","36","86.5","",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p916","AR_T2.Q2","42","82","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p917","AR_T2.Q2","55","71.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p918","AR_T2.Q2","56","80.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","dead stalk",""
"p919","AR_T2.Q2","58","84","1",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","dead stalk; nail to N",""
"p920","AR_T2.Q2","56.5","77","1",220,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p921","AR_T2.Q2","53","54.5","1",223,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p922","AR_T2.Q2","58","43","1",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","dead stalk",""
"p923","AR_T2.Q2","65","45.5","1",225,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","plus 2 gals",""
"p924","AR_T2.Q3","12","11.5","1",217,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","SLA",""
"p925","AR_T2.Q3","27","2","1",218,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","plus 2 gals",""
"p926","AR_T2.Q3","32","8.5","",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","plus 1 gal",""
"p927","AR_T2.Q3","36.5","1.5","",NA,"",".B","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","dried out; powdery mildew",""
"p928","AR_T2.Q3","38","10","1",221,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p929","AR_T2.Q3","39.5","13","1",222,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p930","AR_T2.Q3","28","14.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p931","AR_T2.Q3","43","21","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail to N",""
"p932","AR_T2.Q3","41.5","22","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p933","AR_T2.Q3","28","20.5","1",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","plus 1 gal",""
"p934","AR_T2.Q3","42","36","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p935","AR_T2.Q3","42.5","41","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p936","AR_T2.Q3","49","48","1",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p937","AR_T2.Q3","38","40.5","1",226,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p938","AR_T2.Q3","40","48","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p939","AR_T2.Q3","29.2","50","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail is out of quadrat; plus 3 galls",""
"p940","AR_T2.Q3","32","40.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p941","AR_T2.Q3","32.5","42.5","1",227,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p942","AR_T2.Q3","30","46.7","1",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","plus 3 gals",""
"p943","AR_T2.Q3","27","42.5","1",228,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","1 frt out of gal",""
"p944","AR_T2.Q3","27","46.5","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","plus 3 gals",""
"p945","AR_T2.Q3","29.5","49","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p946","AR_T2.Q3","28","48.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p947","AR_T2.Q3","26","44.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p948","AR_T2.Q3","23","43","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p949","AR_T2.Q3","24","40","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p950","AR_T2.Q3","20","43.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p951","AR_T2.Q3","7","41","1",229,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","H=H-280; p951-p952 share a nail",""
"p952","AR_T2.Q3","5.8","42.5","1",230,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p951-p952 share a nail",""
"p953","AR_T2.Q3","26.8","47.5","1",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","lofi",""
"p954","AR_T2.Q3","27","44.5","1",231,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","weird; corkscrew stem",""
"p955","AR_T2.Q3","","","",NA,"",".","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","SKIP",""
"p956","AR_T2.Q3","22.5","50","1",232,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail is outside qudrat; plus 3 gal",""
"p957","AR_T2.Q3","8","47","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p957-p958 share a nail",""
"p958","AR_T2.Q3","8.5","46","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p957-p958 share a nail",""
"p959","AR_T2.Q3","11","45.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p959-p962 share a nail",""
"p960","AR_T2.Q3","11.5","46.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p959-p962 share a nail",""
"p961","AR_T2.Q3","12","48","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p959-p962 share a nail",""
"p962","AR_T2.Q3","12.5","48.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p959-p962 share a nail",""
"p963","AR_T2.Q3","20","50","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","plus 3 gals; FRL w/ 7 seeds didn't collect",""
"p964","AR_T2.Q3","19","49","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p965","AR_T2.Q3","9.5","43","1",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","pain in the ass",""
"p966","AR_T2.Q3","9","44.5","",234,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p967","AR_T2.Q3","18.5","42","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p968","AR_T2.Q3","17.5","46.5","",235,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p969","AR_T2.Q3","11.5","45.5","1",236,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","plus 1 gal",""
"p970","AR_T2.Q3","13.5","44","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p971","AR_T2.Q3","19","43.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p972","AR_T2.Q3","16","41","1",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p973","AR_T2.Q3","15","48","",NA,"",".B","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
